icd10_3,Deaths,Percentage,cause_description
J70,21,0.01074295185622861,Afecções respiratórias devida a outros agentes externos
M05,21,0.01074295185622861,Artrite reumatóide soro-positiva
Q61,21,0.01074295185622861,Doenças císticas do rim
X42,21,0.01074295185622861,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte
X79,21,0.01074295185622861,Lesão autoprovocada intencionalmente por objeto contundente
D33,20,0.010231382720217725,Neoplasia benigna do encéfalo e de outras partes do sistema nervoso central
E41,20,0.010231382720217725,Marasmo nutricional
J94,20,0.010231382720217725,Outras afecções pleurais
O45,20,0.010231382720217725,Descolamento prematuro da placenta [abruptio placentae]
Q24,20,0.010231382720217725,Outras malformações congênitas do coração
R56,20,0.010231382720217725,"Convulsões, não classificadas em outra parte"
V19,20,0.010231382720217725,Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Y86,20,0.010231382720217725,Seqüelas de outros acidentes
B19,19,0.009719813584206838,Hepatite viral não especificada
D35,19,0.009719813584206838,Neoplasia benigna de outras glândulas endócrinas e das não especificadas
G95,19,0.009719813584206838,Outras doenças da medula espinal
I22,19,0.009719813584206838,Infarto do miocárdio recorrente
M48,19,0.009719813584206838,Outras espondilopatias
N73,19,0.009719813584206838,Outras doenças inflamatórias pélvicas femininas
O90,19,0.009719813584206838,Complicações do puerpério não classificadas em outra parte
V14,19,0.009719813584206838,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
V58,19,0.009719813584206838,Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão
Y14,19,0.009719813584206838,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada"
A17,18,0.009208244448195952,Tuberculose do sistema nervoso
B55,18,0.009208244448195952,Leishmaniose
C09,18,0.009208244448195952,Neoplasia maligna da amígdala
D53,18,0.009208244448195952,Outras anemias nutricionais
E44,18,0.009208244448195952,Desnutrição protéico-calórica de graus moderado e leve
F31,18,0.009208244448195952,Transtorno afetivo bipolar
G82,18,0.009208244448195952,Paraplegia e tetraplegia
H66,18,0.009208244448195952,Otite média supurativa e as não especificadas
L10,18,0.009208244448195952,Pênfigo
V74,18,0.009208244448195952,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus
A18,17,0.008696675312185065,Tuberculose de outros órgãos
B25,17,0.008696675312185065,Doença por citomegalovírus
C39,17,0.008696675312185065,Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos
C66,17,0.008696675312185065,Neoplasia maligna dos ureteres
D50,17,0.008696675312185065,Anemia por deficiência de ferro
D58,17,0.008696675312185065,Outras anemias hemolíticas hereditárias
K45,17,0.008696675312185065,Outras hérnias abdominais
M17,17,0.008696675312185065,Gonartrose [artrose do joelho]
M51,17,0.008696675312185065,Outros transtornos de discos intervertebrais
N31,17,0.008696675312185065,Disfunções neuromusculares da bexiga não classificados em outra parte
O75,17,0.008696675312185065,Outras complicações do trabalho de parto e do parto não classificadas em outra parte
Y24,17,0.008696675312185065,"Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada"
Y28,17,0.008696675312185065,"Contato com objeto cortante ou penetrante, intenção não determinada"
A27,16,0.008185106176174179,Leptospirose
C65,16,0.008185106176174179,Neoplasia maligna da pelve renal
C93,16,0.008185106176174179,Leucemia monocítica
G09,16,0.008185106176174179,Seqüelas de doenças inflamatórias do sistema nervoso central
G36,16,0.008185106176174179,Outras desmielinizações disseminadas agudas
I36,16,0.008185106176174179,Transtornos não-reumáticos da valva tricúspide
K61,16,0.008185106176174179,Abscesso das regiões anal e retal
L12,16,0.008185106176174179,Penfigóide
N00,16,0.008185106176174179,Síndrome nefrítica aguda
Q27,16,0.008185106176174179,Outras malformações congênitas do sistema vascular periférico
V95,16,0.008185106176174179,Acidente de aeronave a motor causando traumatismo ao ocupante
W20,16,0.008185106176174179,"Impacto causado por objeto lançado, projetado ou em queda"
Y26,16,0.008185106176174179,"Exposição a fumaça, fogo e chamas, intenção não determinada"
Y89,16,0.008185106176174179,Seqüelas de outras causas externas
A40,15,0.007673537040163293,Septicemia estreptocócica
C88,15,0.007673537040163293,Doenças imunoproliferativas malignas
C97,15,0.007673537040163293,Neoplasias malignas de localizações múltiplas independentes (primárias)
D44,15,0.007673537040163293,Neoplasia de comportamento incerto ou desconhecido das glândulas endócrinas
D86,15,0.007673537040163293,Sarcoidose
E13,15,0.007673537040163293,Outros tipos especificados de diabetes mellitus
F33,15,0.007673537040163293,Transtorno depressivo recorrente
F41,15,0.007673537040163293,Outros transtornos ansiosos
F99,15,0.007673537040163293,Transtorno mental não especificado em outra parte
J32,15,0.007673537040163293,Sinusite crônica
J64,15,0.007673537040163293,Pneumoconiose não especificada
Y87,15,0.007673537040163293,"Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada"
B59,14,0.007161967904152407,Pneumocistose
C46,14,0.007161967904152407,Sarcoma de Kaposi
D45,14,0.007161967904152407,Policitemia vera
G21,14,0.007161967904152407,Parkinsonismo secundário
G60,14,0.007161967904152407,Neuropatia hereditária e idiopática
H70,14,0.007161967904152407,Mastoidite e afecções correlatas
I01,14,0.007161967904152407,Febre reumática com comprometimento do coração
K62,14,0.007161967904152407,Outras doenças do reto e do ânus
N70,14,0.007161967904152407,Salpingite e ooforite
O85,14,0.007161967904152407,Infecção puerperal
Q25,14,0.007161967904152407,Malformações congênitas das grandes artérias
V18,14,0.007161967904152407,Ciclista traumatizado em um acidente de transporte sem colisão
W70,14,0.007161967904152407,Afogamento e submersão conseqüentes a queda dentro de águas naturais
X44,14,0.007161967904152407,"Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
Y33,14,0.007161967904152407,"Outros fatos ou eventos especificados, intenção não determinada"
B37,13,0.00665039876814152,Candidíase
B58,13,0.00665039876814152,Toxoplasmose
B69,13,0.00665039876814152,Cisticercose
B99,13,0.00665039876814152,"Doenças infecciosas, outras e as não especificadas"
C60,13,0.00665039876814152,Neoplasia maligna do pênis
D18,13,0.00665039876814152,Hemangioma e linfangioma de qualquer localização
D41,13,0.00665039876814152,Neoplasia de comportamento incerto ou desconhecido dos órgãos urinários
D72,13,0.00665039876814152,Outros transtornos dos glóbulos brancos
F14,13,0.00665039876814152,Transtornos mentais e comportamentais devidos ao uso da cocaína
F19,13,0.00665039876814152,Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas
I30,13,0.00665039876814152,Pericardite aguda
I45,13,0.00665039876814152,Outros transtornos de condução
J16,13,0.00665039876814152,Pneumonia devida a outros microorganismos infecciosos especificados não classificados em outra parte
J38,13,0.00665039876814152,Doenças das cordas vocais e da laringe não classificadas em outra parte
N83,13,0.00665039876814152,"Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo"
Q28,13,0.00665039876814152,Outras malformações congênitas do aparelho circulatório
Q87,13,0.00665039876814152,Outras síndromes com malformações congênitas que acometem múltiplos sistemas
R19,13,0.00665039876814152,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome
V78,13,0.00665039876814152,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão
X37,13,0.00665039876814152,Vítima de tempestade cataclísmica
G08,12,0.0061388296321306345,Flebite e tromboflebite intracranianas e intra-raquidianas
I28,12,0.0061388296321306345,Outras doenças dos vasos pulmonares
J04,12,0.0061388296321306345,Laringite e traqueíte agudas
W86,12,0.0061388296321306345,Exposição a outra corrente elétrica especificada
Y88,12,0.0061388296321306345,Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa
B44,11,0.005627260496119748,Aspergilose
C47,11,0.005627260496119748,Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo
D73,11,0.005627260496119748,Doenças do baço
E34,11,0.005627260496119748,Outros transtornos endócrinos
F05,11,0.005627260496119748,Delirium não induzido pelo álcool ou por outras substâncias psicoativas
J03,11,0.005627260496119748,Amigdalite aguda
K20,11,0.005627260496119748,Esofagite
L51,11,0.005627260496119748,Eritema polimorfo (eritema multiforme)
M45,11,0.005627260496119748,Espondilite ancilosante
R04,11,0.005627260496119748,Hemorragia das vias respiratórias
R58,11,0.005627260496119748,Hemorragia não classificada em outra parte
V80,11,0.005627260496119748,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte
V90,11,0.005627260496119748,Acidente com embarcação causando afogamento e submersão
X82,11,0.005627260496119748,Lesão autoprovocada intencionalmente por impacto de um veículo a motor
Y08,11,0.005627260496119748,Agressão por outros meios especificados
Y11,11,0.005627260496119748,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada"
A30,10,0.005115691360108862,Hanseníase [doença de Hansen] [lepra]
D05,10,0.005115691360108862,Carcinoma in situ da mama
D13,10,0.005115691360108862,Neoplasia benigna de outras partes e de partes mal definidas do aparelho digestivo
D21,10,0.005115691360108862,Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles
E64,10,0.005115691360108862,Seqüelas de desnutrição e de outras deficiências nutricionais
G98,10,0.005115691360108862,Outros transtornos do sistema nervoso não classificados em outra parte
J21,10,0.005115691360108862,Bronquiolite aguda
K90,10,0.005115691360108862,Má-absorção intestinal
L40,10,0.005115691360108862,Psoríase
M25,10,0.005115691360108862,Outros transtornos articulares não classificados em outra parte
N80,10,0.005115691360108862,Endometriose
V05,10,0.005115691360108862,Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário
V42,10,0.005115691360108862,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas
V79,10,0.005115691360108862,Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
W34,10,0.005115691360108862,Projéteis de outras armas de fogo e das não especificadas
W80,10,0.005115691360108862,Inalação e ingestão de outros objetos causando obstrução do trato respiratório
X20,10,0.005115691360108862,Contato com serpentes e lagartos venenosos
X41,10,0.005115691360108862,"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
X49,10,0.005115691360108862,Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas
X67,10,0.005115691360108862,Auto-intoxicação intencional por outros gases e vapores
C33,9,0.004604122224097976,Neoplasia maligna da traquéia
D76,9,0.004604122224097976,Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico
G72,9,0.004604122224097976,Outras miopatias
G80,9,0.004604122224097976,Paralisia cerebral
I00,9,0.004604122224097976,Febre reumática sem menção de comprometimento do coração
J41,9,0.004604122224097976,Bronquite crônica simples e a mucopurulenta
K41,9,0.004604122224097976,Hérnia femoral
M60,9,0.004604122224097976,Miosite
O44,9,0.004604122224097976,Placenta prévia
Q07,9,0.004604122224097976,Outras malformações congênitas do sistema nervoso
Q44,9,0.004604122224097976,"Malformações congênitas da vesícula biliar, das vias biliares e do fígado"
Q85,9,0.004604122224097976,Facomatoses não classificadas em outra parte
W08,9,0.004604122224097976,Queda de outro tipo de mobília
W67,9,0.004604122224097976,Afogamento e submersão em piscina
X45,9,0.004604122224097976,Envenenamento [intoxicação] acidental por e exposição ao álcool
Y03,9,0.004604122224097976,Agressão por meio de impacto de um veículo a motor
Y85,9,0.004604122224097976,Seqüelas de acidentes de transporte
B33,8,0.004092553088087089,Outras doenças por vírus não classificada em outra parte
D03,8,0.004092553088087089,Melanoma in situ
E27,8,0.004092553088087089,Outros transtornos da glândula supra-renal
I37,8,0.004092553088087089,Transtornos da valva pulmonar
M13,8,0.004092553088087089,Outras artrites
M47,8,0.004092553088087089,Espondilose
N05,8,0.004092553088087089,Síndrome nefrítica não especificada
N85,8,0.004092553088087089,"Outros transtornos não-inflamatórios do útero, exceto do colo do útero"
O00,8,0.004092553088087089,Gravidez ectópica
O95,8,0.004092553088087089,Morte obstétrica de causa não especificada
Q01,8,0.004092553088087089,Encefalocele
V26,8,0.004092553088087089,Motociclista traumatizado em colisão com outro veículo não-motorizado
V40,8,0.004092553088087089,Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal
W07,8,0.004092553088087089,Queda de uma cadeira
X00,8,0.004092553088087089,Exposição a fogo não-controlado em um edifício ou outro tipo de construção
A87,7,0.0035809839520762033,Meningite viral
B91,7,0.0035809839520762033,Seqüelas de poliomielite
C03,7,0.0035809839520762033,Neoplasia maligna da gengiva
D62,7,0.0035809839520762033,Anemia aguda pós-hemorrágica
E06,7,0.0035809839520762033,Tireoidite
E07,7,0.0035809839520762033,Outros transtornos da tireóide
F50,7,0.0035809839520762033,Transtornos da alimentação
K13,7,0.0035809839520762033,Outras doenças do lábio e da mucosa oral
M89,7,0.0035809839520762033,Outros transtornos ósseos
N04,7,0.0035809839520762033,Síndrome nefrótica
N82,7,0.0035809839520762033,Fístulas do trato genital feminino
O71,7,0.0035809839520762033,Outros traumatismos obstétricos
R06,7,0.0035809839520762033,Anormalidades da respiração
V12,7,0.0035809839520762033,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V68,7,0.0035809839520762033,Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão
V69,7,0.0035809839520762033,Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados
X62,7,0.0035809839520762033,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
X92,7,0.0035809839520762033,Agressão por meio de afogamento e submersão
Y18,7,0.0035809839520762033,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada"
A35,6,0.0030694148160653172,Outros tipos de tétano
B87,6,0.0030694148160653172,Miíase
C58,6,0.0030694148160653172,Neoplasia maligna da placenta
D02,6,0.0030694148160653172,Carcinoma in situ do ouvido médio e do aparelho respiratório
D15,6,0.0030694148160653172,Neoplasia benigna de outros órgãos intratorácicos e dos não especificados
D42,6,0.0030694148160653172,Neoplasia de comportamento incerto ou desconhecido das meninges
D89,6,0.0030694148160653172,Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte
E15,6,0.0030694148160653172,Coma hipoglicêmico não-diabético
E23,6,0.0030694148160653172,Hipofunção e outros transtornos da hipófise
K30,6,0.0030694148160653172,Dispepsia
M50,6,0.0030694148160653172,Transtornos dos discos cervicais
N21,6,0.0030694148160653172,Calculose do trato urinário inferior
O03,6,0.0030694148160653172,Aborto espontâneo
O06,6,0.0030694148160653172,Aborto não especificado
O10,6,0.0030694148160653172,"Hipertensão pré-existente complicando a gravidez, o parto e o puerpério"
O43,6,0.0030694148160653172,Transtornos da placenta
Q20,6,0.0030694148160653172,Malformações congênitas das câmaras e das comunicações cardíacas
V53,6,0.0030694148160653172,Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete
V57,6,0.0030694148160653172,Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado
W11,6,0.0030694148160653172,Queda em ou de escadas de mão
W22,6,0.0030694148160653172,Impacto acidental ativo ou passivo causado por outros objetos
W85,6,0.0030694148160653172,Exposição a linhas de transmissão de corrente elétrica
X23,6,0.0030694148160653172,"Contato com abelhas, vespas e vespões"
X94,6,0.0030694148160653172,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre"
Y35,6,0.0030694148160653172,Intervenção legal
Y45,6,0.0030694148160653172,"Efeitos adversos de substâncias analgésicas, antipiréticas e antiinflamatórias"
Y57,6,0.0030694148160653172,Efeitos adversos de outras drogas e medicamentos e as não especificadas
A06,5,0.002557845680054431,Amebíase
B39,5,0.002557845680054431,Histoplasmose
B49,5,0.002557845680054431,Micose não especificada
B54,5,0.002557845680054431,Malária não especificada
D01,5,0.002557845680054431,Carcinoma in situ de outros órgãos digestivos
D12,5,0.002557845680054431,"Neoplasia benigna do cólon, reto, canal anal e ânus"
D56,5,0.002557845680054431,Talassemia
D60,5,0.002557845680054431,"Aplasia pura da série vermelha, adquirida [eritroblastopenia]"
D80,5,0.002557845680054431,Imunodeficiência com predominância de defeitos de anticorpos
E51,5,0.002557845680054431,Deficiência de tiamina
E80,5,0.002557845680054431,Distúrbios do metabolismo da porfirina e da bilirrubina
I84,5,0.002557845680054431,Hemorróidas
J01,5,0.002557845680054431,Sinusite aguda
M30,5,0.002557845680054431,Poliarterite nodosa e afecções correlatas
M85,5,0.002557845680054431,Outros transtornos da densidade e da estrutura ósseas
N42,5,0.002557845680054431,Outras afecções da próstata
N61,5,0.002557845680054431,Transtornos inflamatórios da mama
N81,5,0.002557845680054431,Prolapso genital feminino
O13,5,0.002557845680054431,Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa
O24,5,0.002557845680054431,Diabetes mellitus na gravidez
O87,5,0.002557845680054431,Complicações venosas no puerpério
R00,5,0.002557845680054431,Anormalidades do batimento cardíaco
R50,5,0.002557845680054431,Febre de origem desconhecida e de outras origens
R55,5,0.002557845680054431,Síncope e colapso
V59,5,0.002557845680054431,Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
W24,5,0.002557845680054431,"Contato com elevadores e instrumentos de transmissão, não classificados em outra parte"
W55,5,0.002557845680054431,Mordedura ou golpe provocado por outros animais mamíferos
W68,5,0.002557845680054431,Afogamento e submersão conseqüente a queda dentro de uma piscina
X04,5,0.002557845680054431,Exposição a combustão de substância muito inflamável
X33,5,0.002557845680054431,Vítima de raio
X65,5,0.002557845680054431,Auto-intoxicação voluntária por álcool
Y12,5,0.002557845680054431,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada"
A02,4,0.0020462765440435447,Outras infecções por Salmonella
A42,4,0.0020462765440435447,Actinomicose
A99,4,0.0020462765440435447,Febres hemorrágicas virais não especificadas
B01,4,0.0020462765440435447,Varicela [Catapora]
B15,4,0.0020462765440435447,Hepatite aguda A
B43,4,0.0020462765440435447,Cromomicose e abscesso feomicótico
B50,4,0.0020462765440435447,Malária por Plasmodium falciparum
D06,4,0.0020462765440435447,Carcinoma in situ do colo do útero (cérvix)
D36,4,0.0020462765440435447,Neoplasia benigna de outras localizações e de localizações não especificadas
D51,4,0.0020462765440435447,Anemia por deficiência de vitamina B12
E72,4,0.0020462765440435447,Outros distúrbios do metabolismo de aminoácidos
F29,4,0.0020462765440435447,Psicose não-orgânica não especificada
G92,4,0.0020462765440435447,Encefalopatia tóxica
H83,4,0.0020462765440435447,Outros transtornos do ouvido interno
I86,4,0.0020462765440435447,Varizes de outras localizações
J02,4,0.0020462765440435447,Faringite aguda
J13,4,0.0020462765440435447,Pneumonia devida a Streptococcus pneumoniae
J60,4,0.0020462765440435447,Pneumoconiose dos mineiros de carvão
J82,4,0.0020462765440435447,"Eosinofilia pulmonar, não classificada em outra parte"
K12,4,0.0020462765440435447,Estomatite e lesões correlatas
K60,4,0.0020462765440435447,Fissura e fístula das regiões anal e retal
M10,4,0.0020462765440435447,Gota
N26,4,0.0020462765440435447,"Rim contraído, não especificado"
N35,4,0.0020462765440435447,Estenose da uretra
N41,4,0.0020462765440435447,Doenças inflamatórias da próstata
N64,4,0.0020462765440435447,Outras doenças da mama
N75,4,0.0020462765440435447,Doenças da glândula de Bartholin
N93,4,0.0020462765440435447,Outros sangramentos anormais do útero e da vagina
O16,4,0.0020462765440435447,Hipertensão materna não especificada
O26,4,0.0020462765440435447,Assistência materna por outras complicações ligadas predominantemente à gravidez
O46,4,0.0020462765440435447,Hemorragia anteparto não classificada em outra parte
O86,4,0.0020462765440435447,Outras infecções puerperais
Q06,4,0.0020462765440435447,Outras malformações congênitas da medula espinhal
Q43,4,0.0020462765440435447,Outras malformações congênitas do intestino
Q89,4,0.0020462765440435447,Outras malformações congênitas não classificadas em outra parte
R07,4,0.0020462765440435447,Dor de garganta e no peito
R40,4,0.0020462765440435447,"Sonolência, estupor e coma"
V86,4,0.0020462765440435447,"Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
V96,4,0.0020462765440435447,Acidente de uma aeronave sem motor causando traumatismo a ocupante
W14,4,0.0020462765440435447,Queda de árvore
W15,4,0.0020462765440435447,Queda de penhasco
W25,4,0.0020462765440435447,Contato com vidro cortante
X08,4,0.0020462765440435447,"Exposição a outro tipo especificado de fumaça, fogo ou chamas"
X40,4,0.0020462765440435447,"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
X50,4,0.0020462765440435447,Excesso de exercícios e movimentos vigorosos ou repetitivos
Y15,4,0.0020462765440435447,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada"
Y17,4,0.0020462765440435447,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada"
A26,3,0.0015347074080326586,Erisipelóide
A50,3,0.0015347074080326586,Sífilis congênita
A77,3,0.0015347074080326586,Febre maculosa [rickettsioses transmitidas por carrapatos]
A95,3,0.0015347074080326586,Febre amarela
B40,3,0.0015347074080326586,Blastomicose
B41,3,0.0015347074080326586,Paracoccidioidomicose
C12,3,0.0015347074080326586,Neoplasia maligna do seio piriforme
D04,3,0.0015347074080326586,Carcinoma in situ da pele
D09,3,0.0015347074080326586,Carcinoma in situ de outras localizações e das não especificadas
D19,3,0.0015347074080326586,Neoplasia benigna de tecido mesotelial
D66,3,0.0015347074080326586,Deficiência hereditária do fator VIII
D71,3,0.0015347074080326586,Transtornos funcionais dos neutrófilos polimorfonucleares
E04,3,0.0015347074080326586,Outros bócios não-tóxicos
E22,3,0.0015347074080326586,Hiperfunção da hipófise
E79,3,0.0015347074080326586,Distúrbios do metabolismo de purina e pirimidina
F23,3,0.0015347074080326586,Transtornos psicóticos agudos e transitórios
G25,3,0.0015347074080326586,Outras doenças extrapiramidais e transtornos dos movimentos
H44,3,0.0015347074080326586,Transtornos do globo ocular
K08,3,0.0015347074080326586,Outros transtornos dos dentes e de suas estruturas de sustentação
M23,3,0.0015347074080326586,Transtornos internos dos joelhos
M79,3,0.0015347074080326586,"Outros transtornos dos tecidos moles, não classificados em outra parte"
M87,3,0.0015347074080326586,Osteonecrose
N34,3,0.0015347074080326586,Uretrite e síndrome uretral
N48,3,0.0015347074080326586,Outros transtornos do pênis
N71,3,0.0015347074080326586,"Doença inflamatória do útero, exceto o colo"
O02,3,0.0015347074080326586,Outros produtos anormais da concepção
O11,3,0.0015347074080326586,Distúrbio hipertensivo pré-existente com proteinúria superposta
O41,3,0.0015347074080326586,Outros transtornos das membranas e do líquido amniótico
O67,3,0.0015347074080326586,Trabalho de parto e parto complicados por hemorragia intraparto não classificados em outra parte
Q03,3,0.0015347074080326586,Hidrocefalia congênita
Q22,3,0.0015347074080326586,Malformações congênitas das valvas pulmonar e tricúspide
Q33,3,0.0015347074080326586,Malformações congênitas do pulmão
Q39,3,0.0015347074080326586,Malformações congênitas do esôfago
Q40,3,0.0015347074080326586,Outras malformações congênitas do trato digestivo superior
R63,3,0.0015347074080326586,Sintomas e sinais relativos à ingestão de alimentos e líquidos
R90,3,0.0015347074080326586,Resultados anormais de exames para diagnóstico por imagem do sistema nervoso central
V39,3,0.0015347074080326586,Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V45,3,0.0015347074080326586,Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
V77,3,0.0015347074080326586,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado
V92,3,0.0015347074080326586,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação
W21,3,0.0015347074080326586,Impacto acidental ativo ou passivo causado por equipamento esportivo
W28,3,0.0015347074080326586,Contato com segadeira motorizada para cortar ou aparar a grama
W40,3,0.0015347074080326586,Explosão de outros materiais
W44,3,0.0015347074080326586,Penetração de corpo estranho no ou através de olho ou orifício natural
W49,3,0.0015347074080326586,Exposição a outras forças mecânicas inanimadas e às não especificadas
W54,3,0.0015347074080326586,Mordedura ou golpe provocado por cão
W76,3,0.0015347074080326586,Outro enforcamento e estrangulamento acidental
X12,3,0.0015347074080326586,Contato com outros líquidos quentes
X21,3,0.0015347074080326586,Contato com aranhas venenosas
X36,3,0.0015347074080326586,"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre"
X47,3,0.0015347074080326586,Intoxicação acidental por e exposição a outros gases e vapores
X58,3,0.0015347074080326586,Exposição a outros fatores especificados
X60,3,0.0015347074080326586,"Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
X63,3,0.0015347074080326586,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
X66,3,0.0015347074080326586,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores"
X81,3,0.0015347074080326586,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
Y48,3,0.0015347074080326586,Efeitos adversos de anestésicos e gases terapêuticos
Y60,3,0.0015347074080326586,"Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos"
A05,2,0.0010231382720217723,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte"
A21,2,0.0010231382720217723,Tularemia
A52,2,0.0010231382720217723,Sífilis tardia
A53,2,0.0010231382720217723,Outras formas e as não especificadas da sífilis
A94,2,0.0010231382720217723,"Febre viral transmitida por artrópodes, não especificada"
A98,2,0.0010231382720217723,"Outras febres hemorrágicas por vírus, não classificadas em outra parte"
B51,2,0.0010231382720217723,Malária por Plasmodium vivax
C00,2,0.0010231382720217723,Neoplasia maligna do lábio
D00,2,0.0010231382720217723,"Carcinoma in situ da cavidade oral, do esôfago e do estômago"
D07,2,0.0010231382720217723,Carcinoma in situ de outros órgãos genitais e dos não especificados
D14,2,0.0010231382720217723,Neoplasia benigna do ouvido médio e do aparelho respiratório
D16,2,0.0010231382720217723,Neoplasia benigna de osso e de cartilagem articular
D17,2,0.0010231382720217723,Neoplasia lipomatosa benigna
D20,2,0.0010231382720217723,Neoplasia benigna de tecido mole do retroperitônio e do peritônio
D24,2,0.0010231382720217723,Neoplasia benigna da mama
D40,2,0.0010231382720217723,Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais masculinos
D55,2,0.0010231382720217723,Anemia devida a transtornos enzimáticos
D74,2,0.0010231382720217723,Metemoglobinemia
D82,2,0.0010231382720217723,"Imunodeficiência associada com outros defeitos ""major"""
D83,2,0.0010231382720217723,Imunodeficiência comum variável
E21,2,0.0010231382720217723,Hiperparatireoidismo e outros transtornos da glândula paratireóide
E24,2,0.0010231382720217723,Síndrome de Cushing
E45,2,0.0010231382720217723,Atraso do desenvolvimento devido à desnutrição protéico-calórica
E50,2,0.0010231382720217723,Deficiência de vitamina A
E74,2,0.0010231382720217723,Outros distúrbios do metabolismo de carboidratos
E75,2,0.0010231382720217723,Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides
E77,2,0.0010231382720217723,Distúrbios do metabolismo de glicoproteínas
F06,2,0.0010231382720217723,Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física
F34,2,0.0010231382720217723,Transtornos de humor [afetivos] persistentes
F39,2,0.0010231382720217723,Transtorno do humor [afetivo] não especificado
F42,2,0.0010231382720217723,Transtorno obsessivo-compulsivo
F91,2,0.0010231382720217723,Distúrbios de conduta
G47,2,0.0010231382720217723,Distúrbios do sono
G58,2,0.0010231382720217723,Outras mononeuropatias
G83,2,0.0010231382720217723,Outras síndromes paralíticas
